Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,10:19:15.661,AIR1_Short_close,test1,22.818001s,2283,1000,0.438020,1000.000000,2283.000000,0.438020,0,14
2,10:19:38.791,AIR1_Short_far,test1,21.718000s,2173,1000,0.460193,1000.000000,2173.000000,0.460193,0,25
3,10:19:58.981,AIR2_Long3D_mid,test1,19.985001s,1889,1000,0.529381,1000.000000,1889.000000,0.529381,0,20
4,10:20:25.332,AIR2_Short_close,test1,25.089001s,2510,1000,0.398406,1000.000000,2510.000000,0.398406,0,22
5,10:20:53.218,AIR2_Mid_UFO,test1,26.767002s,2678,1000,0.373413,1000.000000,2678.000000,0.373413,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
test1,11533,5000,5000.0,11533.0,

Kills:,5
Deaths:,0
Fight Time:,116.376999
Time Remaining:,0.0
Avg TTK:,24.137232
Damage Done:,5000.0
Total Overshots:,81
Damage Taken:,0.0
Hit Count:,5000
Miss Count:,6533
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,879.305115
Scenario:,Air Pure Medium
Hash:,d852bc1c12b4bfd7cac1752067620ce2
Game Version:,3.9.0.2026-04-27-18-43-07-15870d84c21e
Challenge Start:,10:18:52.525
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,262.2836
Resolution Scale:,100.0
