Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,14:27:08.844,Ground 1 Bot,Track Master 100,18.901001s,1891,900,0.475939,0.899992,1.891032,0.475926,0,0
2,14:27:29.247,Ground 2 Bot,Track Master 100,20.400002s,1921,1066,0.554919,1.065994,1.921034,0.554906,0,0
3,14:27:49.650,Ground 3 Bot,Track Master 100,20.395000s,1915,884,0.461619,0.883992,1.915033,0.461607,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5746,2850,2.849976,5.745766,

Kills:,3
Deaths:,0
Fight Time:,59.695999
Time Remaining:,0.0
Avg TTK:,19.996574
Damage Done:,2.849976
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2850
Miss Count:,2896
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2850.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:26:49.848
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,289.216217
Resolution Scale:,100.0
