Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,14:28:46.046,Ground 1 Bot,Track Master 100,18.991001s,1901,1068,0.561810,1.067994,1.901033,0.561797,0,0
2,14:29:06.448,Ground 2 Bot,Track Master 100,20.391001s,1902,937,0.492639,0.936992,1.902033,0.492626,0,0
3,14:29:26.848,Ground 3 Bot,Track Master 100,20.395000s,1912,1040,0.543933,1.039993,1.912033,0.543920,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5735,3045,3.044962,5.734767,

Kills:,3
Deaths:,0
Fight Time:,59.777
Time Remaining:,0.0
Avg TTK:,19.99695
Damage Done:,3.044962
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,3045
Miss Count:,2690
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,3045.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:28:27.048
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,290.827698
Resolution Scale:,100.0
