Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
33,14:53:52.189,Dot Bot,Track Master 100,0.468000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
34,14:53:52.621,Dot Bot,Track Master 100,0.420000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
35,14:53:53.111,Dot Bot,Track Master 100,0.476000s,31,20,0.645161,1.000000,1.550000,0.645161,0,0
36,14:53:53.544,Dot Bot,Track Master 100,0.422000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
37,14:53:54.191,Dot Bot,Track Master 100,0.636000s,42,20,0.476190,1.000000,2.099999,0.476191,0,0
38,14:53:54.780,Dot Bot,Track Master 100,0.574000s,39,20,0.512821,1.000000,1.949999,0.512821,0,0
39,14:53:55.334,Dot Bot,Track Master 100,0.539000s,35,20,0.571429,1.000000,1.749999,0.571429,0,0
40,14:53:55.944,Dot Bot,Track Master 100,0.596000s,38,20,0.526316,1.000000,1.899999,0.526316,0,0
41,14:53:56.608,Dot Bot,Track Master 100,0.650000s,42,20,0.476190,1.000000,2.099999,0.476191,0,0
42,14:53:57.085,Dot Bot,Track Master 100,0.463000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
43,14:53:57.675,Dot Bot,Track Master 100,0.578000s,37,20,0.540541,1.000000,1.849999,0.540541,0,0
44,14:53:58.321,Dot Bot,Track Master 100,0.632000s,42,20,0.476190,1.000000,2.099999,0.476191,0,0
45,14:53:58.894,Dot Bot,Track Master 100,0.559000s,36,20,0.555556,1.000000,1.799999,0.555556,0,0
46,14:53:59.334,Dot Bot,Track Master 100,0.428000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
47,14:53:59.993,Dot Bot,Track Master 100,0.647000s,42,20,0.476190,1.000000,2.099999,0.476191,0,0
48,14:54:00.447,Dot Bot,Track Master 100,0.442000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
49,14:54:00.899,Dot Bot,Track Master 100,0.438000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
50,14:54:01.911,Dot Bot,Track Master 100,0.997000s,60,39,0.650000,1.949999,2.999998,0.650000,0,0
51,14:54:02.382,Dot Bot,Track Master 100,0.455000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
52,14:54:02.687,Dot Bot,Track Master 100,0.293000s,14,1,0.071429,0.050000,0.700000,0.071428,0,0
53,14:54:03.413,Dot Bot,Track Master 100,0.714000s,47,20,0.425532,1.000000,2.349999,0.425532,0,0
54,14:54:04.037,Dot Bot,Track Master 100,0.609000s,38,20,0.526316,1.000000,1.899999,0.526316,0,0
55,14:54:04.482,Dot Bot,Track Master 100,0.435000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
56,14:54:04.889,Dot Bot,Track Master 100,0.395000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
57,14:54:05.373,Dot Bot,Track Master 100,0.473000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
58,14:54:06.185,Dot Bot,Track Master 100,0.799000s,53,20,0.377358,1.000000,2.649999,0.377359,0,0
59,14:54:06.717,Dot Bot,Track Master 100,0.515000s,31,20,0.645161,1.000000,1.550000,0.645161,0,0
60,14:54:07.156,Dot Bot,Track Master 100,0.427000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
61,14:54:08.413,Dot Bot,Track Master 100,1.244000s,66,38,0.575758,1.899999,3.299998,0.575758,0,0
62,14:54:09.296,Dot Bot,Track Master 100,0.870000s,52,20,0.384615,1.000000,2.599999,0.384616,0,0
63,14:54:09.815,Dot Bot,Track Master 100,0.510000s,29,20,0.689655,1.000000,1.450000,0.689655,0,0
64,14:54:10.275,Dot Bot,Track Master 100,0.444000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
65,14:54:10.984,Dot Bot,Track Master 100,0.696000s,44,20,0.454545,1.000000,2.199999,0.454546,0,0
66,14:54:11.434,Dot Bot,Track Master 100,0.435000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
67,14:54:11.919,Dot Bot,Track Master 100,0.473000s,23,2,0.086957,0.100000,1.150000,0.086956,0,0
68,14:54:12.752,Dot Bot,Track Master 100,0.818000s,53,20,0.377358,1.000000,2.649999,0.377359,0,0
69,14:54:13.335,Dot Bot,Track Master 100,0.570000s,36,20,0.555556,1.000000,1.799999,0.555556,0,0
70,14:54:13.835,Dot Bot,Track Master 100,0.487000s,31,20,0.645161,1.000000,1.550000,0.645161,0,0
71,14:54:14.477,Dot Bot,Track Master 100,0.627000s,41,20,0.487805,1.000000,2.049999,0.487805,0,0
72,14:54:14.921,Dot Bot,Track Master 100,0.429000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
73,14:54:15.553,Dot Bot,Track Master 100,0.622000s,38,20,0.526316,1.000000,1.899999,0.526316,0,0
74,14:54:16.006,Dot Bot,Track Master 100,0.438000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
75,14:54:16.490,Dot Bot,Track Master 100,0.472000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
76,14:54:17.110,Dot Bot,Track Master 100,0.608000s,37,20,0.540541,1.000000,1.849999,0.540541,0,0
77,14:54:17.567,Dot Bot,Track Master 100,0.445000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
78,14:54:18.146,Dot Bot,Track Master 100,0.567000s,37,20,0.540541,1.000000,1.849999,0.540541,0,0
79,14:54:18.624,Dot Bot,Track Master 100,0.462000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
80,14:54:19.122,Dot Bot,Track Master 100,0.483000s,30,20,0.666667,1.000000,1.500000,0.666667,0,0
81,14:54:19.540,Dot Bot,Track Master 100,0.404000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
82,14:54:20.010,Dot Bot,Track Master 100,0.459000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
83,14:54:20.505,Dot Bot,Track Master 100,0.485000s,31,20,0.645161,1.000000,1.550000,0.645161,0,0
84,14:54:20.961,Dot Bot,Track Master 100,0.445000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
85,14:54:22.003,Dot Bot,Track Master 100,1.031000s,60,39,0.650000,1.949999,2.999998,0.650000,0,0
86,14:54:22.226,Dot Bot,Track Master 100,0.208000s,6,1,0.166667,0.050000,0.300000,0.166666,0,0
87,14:54:22.830,Dot Bot,Track Master 100,0.594000s,36,20,0.555556,1.000000,1.799999,0.555556,0,0
88,14:54:23.419,Dot Bot,Track Master 100,0.573000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
89,14:54:23.884,Dot Bot,Track Master 100,0.449000s,29,20,0.689655,1.000000,1.450000,0.689655,0,0
90,14:54:24.412,Dot Bot,Track Master 100,0.513000s,31,20,0.645161,1.000000,1.550000,0.645161,0,0
91,14:54:24.865,Dot Bot,Track Master 100,0.442000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
92,14:54:25.554,Dot Bot,Track Master 100,0.677000s,41,20,0.487805,1.000000,2.049999,0.487805,0,0
93,14:54:26.076,Dot Bot,Track Master 100,0.507000s,29,20,0.689655,1.000000,1.450000,0.689655,0,0
94,14:54:26.680,Dot Bot,Track Master 100,0.591000s,39,20,0.512821,1.000000,1.949999,0.512821,0,0
95,14:54:27.171,Dot Bot,Track Master 100,0.478000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
96,14:54:27.643,Dot Bot,Track Master 100,0.461000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
97,14:54:28.123,Dot Bot,Track Master 100,0.468000s,29,20,0.689655,1.000000,1.450000,0.689655,0,0
98,14:54:28.837,Dot Bot,Track Master 100,0.699000s,46,20,0.434783,1.000000,2.299999,0.434783,0,0
99,14:54:29.413,Dot Bot,Track Master 100,0.560000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
100,14:54:29.925,Dot Bot,Track Master 100,0.502000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
101,14:54:30.581,Dot Bot,Track Master 100,0.645000s,43,20,0.465116,1.000000,2.149999,0.465116,0,0
102,14:54:31.047,Dot Bot,Track Master 100,0.450000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
103,14:54:31.498,Dot Bot,Track Master 100,0.439000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
104,14:54:31.974,Dot Bot,Track Master 100,0.465000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
105,14:54:32.390,Dot Bot,Track Master 100,0.401000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,3572,2136,106.801918,178.606293,

Kills:,105
Deaths:,0
Fight Time:,57.108002
Time Remaining:,0.0
Avg TTK:,0.571233
Damage Done:,106.801918
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2136
Miss Count:,1436
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1068.0
Scenario:,VT DotTS Intermediate S5
Hash:,dfb397975f6fcec5bd2ebf3cd0b7a66a
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:53:33.429
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,262.089569
Resolution Scale:,100.0
