Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:38:18.470,Aether 1 Bot,Track Master 100,18.843000s,1885,663,0.351724,0.662995,1.885032,0.351716,0,0
2,17:38:38.873,Aether 2 Bot,Track Master 100,20.397001s,1906,720,0.377754,0.719994,1.906033,0.377745,0,0
3,17:38:59.276,Aether 3 Bot,Track Master 100,20.393002s,1915,731,0.381723,0.730994,1.915033,0.381714,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5725,2114,2.114029,5.724768,

Kills:,3
Deaths:,0
Fight Time:,59.632999
Time Remaining:,0.0
Avg TTK:,19.996956
Damage Done:,2.114029
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2114
Miss Count:,3611
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2114.0
Scenario:,VT Aether Intermediate S5
Hash:,c4c11bf8a727b6e6c836138535bd0879
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,17:37:59.473
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,266.607239
Resolution Scale:,100.0
