Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,14:32:04.746,Ground 1 Bot,Track Master 100,18.905001s,1892,987,0.521670,0.986991,1.892032,0.521656,0,0
2,14:32:25.146,Ground 2 Bot,Track Master 100,20.389002s,1916,955,0.498434,0.954991,1.916034,0.498421,0,0
3,14:32:45.549,Ground 3 Bot,Track Master 100,20.399000s,1909,930,0.487166,0.929992,1.909033,0.487153,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5736,2872,2.871974,5.735767,

Kills:,3
Deaths:,0
Fight Time:,59.693001
Time Remaining:,0.0
Avg TTK:,19.996492
Damage Done:,2.871974
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2872
Miss Count:,2864
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2872.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:31:45.749
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,291.117706
Resolution Scale:,100.0
