Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:23:50.916,Aether 1 Bot,Track Master 100,18.993000s,1901,620,0.326144,0.619996,1.901033,0.326136,0,0
2,17:24:11.316,Aether 2 Bot,Track Master 100,20.390001s,1913,559,0.292211,0.558996,1.913033,0.292204,0,0
3,17:24:31.719,Aether 3 Bot,Track Master 100,20.398001s,1903,617,0.324225,0.616996,1.903033,0.324217,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5737,1796,1.796028,5.736767,

Kills:,3
Deaths:,0
Fight Time:,59.780998
Time Remaining:,0.0
Avg TTK:,19.997549
Damage Done:,1.796028
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,1796
Miss Count:,3941
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1796.0
Scenario:,VT Aether Intermediate S5
Hash:,c4c11bf8a727b6e6c836138535bd0879
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,17:23:31.918
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.628571
Horiz Sens:,2.0
Vert Sens:,2.0
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,283.468048
Resolution Scale:,100.0
