Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:25:15.036,Aether 1 Bot,Track Master 100,18.766001s,1878,683,0.363685,0.682995,1.878032,0.363676,0,0
2,17:25:35.441,Aether 2 Bot,Track Master 100,20.393002s,1925,621,0.322597,0.620996,1.925034,0.322589,0,0
3,17:25:55.842,Aether 3 Bot,Track Master 100,20.390001s,1922,647,0.336629,0.646995,1.922034,0.336620,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5744,1951,1.951035,5.743766,

Kills:,3
Deaths:,0
Fight Time:,59.549
Time Remaining:,0.0
Avg TTK:,19.996763
Damage Done:,1.951035
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,1951
Miss Count:,3793
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1951.0
Scenario:,VT Aether Intermediate S5
Hash:,c4c11bf8a727b6e6c836138535bd0879
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,17:24:56.037
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.534286
Horiz Sens:,1.7
Vert Sens:,1.7
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,274.577789
Resolution Scale:,100.0
