Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,14:36:02.193,Drifter Bot,Track Master 100,1.296000s,131,50,0.381679,1.000000,2.621310,0.381489,0,0
2,14:36:04.670,Drifter Bot,Track Master 100,2.469000s,225,50,0.222222,1.000000,4.502249,0.222111,0,0
3,14:36:06.820,Drifter Bot,Track Master 100,2.140000s,199,50,0.251256,1.000000,3.981989,0.251131,0,0
4,14:36:08.215,Drifter Bot,Track Master 100,1.384000s,123,50,0.406504,1.000000,2.461230,0.406301,0,0
5,14:36:10.009,Drifter Bot,Track Master 100,1.782000s,164,50,0.304878,1.000000,3.281639,0.304726,0,0
6,14:36:12.034,Drifter Bot,Track Master 100,2.014000s,186,54,0.290323,1.080040,3.721859,0.290188,0,0
7,14:36:13.771,Drifter Bot,Track Master 100,1.727000s,160,49,0.306250,0.979990,3.201599,0.306094,0,0
8,14:36:15.416,Drifter Bot,Track Master 100,1.637000s,150,47,0.313333,0.939970,3.001499,0.313167,0,0
9,14:36:16.943,Drifter Bot,Track Master 100,1.518000s,141,50,0.354610,1.000000,2.821409,0.354433,0,0
10,14:36:18.732,Drifter Bot,Track Master 100,1.781000s,161,50,0.310559,1.000000,3.221609,0.310404,0,0
11,14:36:20.468,Drifter Bot,Track Master 100,1.725000s,150,50,0.333333,1.000000,3.001499,0.333167,0,0
12,14:36:22.316,Drifter Bot,Track Master 100,1.838000s,176,50,0.284091,1.000000,3.521759,0.283949,0,0
13,14:36:24.613,Drifter Bot,Track Master 100,2.213000s,204,54,0.264706,1.080040,4.082039,0.264583,0,0
14,14:36:26.158,Drifter Bot,Track Master 100,1.538000s,144,46,0.319444,0.919960,2.881439,0.319271,0,0
15,14:36:27.596,Drifter Bot,Track Master 100,1.428000s,129,75,0.581395,1.500250,2.581290,0.581202,0,0
16,14:36:29.005,Drifter Bot,Track Master 100,1.399000s,132,25,0.189394,0.499750,2.641320,0.189205,0,0
17,14:36:30.980,Drifter Bot,Track Master 100,1.965000s,180,50,0.277778,1.000000,3.601799,0.277639,0,0
18,14:36:32.781,Drifter Bot,Track Master 100,1.789000s,167,50,0.299401,1.000000,3.341669,0.299252,0,0
19,14:36:35.937,Drifter Bot,Track Master 100,3.148000s,298,50,0.167785,1.000000,5.962979,0.167701,0,0
20,14:36:37.779,Drifter Bot,Track Master 100,1.835000s,171,50,0.292398,1.000000,3.421709,0.292252,0,0
21,14:36:39.482,Drifter Bot,Track Master 100,1.690000s,149,50,0.335570,1.000000,2.981489,0.335403,0,0
22,14:36:41.582,Drifter Bot,Track Master 100,2.091000s,196,50,0.255102,1.000000,3.921959,0.254975,0,0
23,14:36:43.365,Drifter Bot,Track Master 100,1.773000s,164,50,0.304878,1.000000,3.281639,0.304726,0,0
24,14:36:45.404,Drifter Bot,Track Master 100,2.029000s,188,50,0.265957,1.000000,3.761879,0.265825,0,0
25,14:36:47.424,Drifter Bot,Track Master 100,2.012000s,180,50,0.277778,1.000000,3.601799,0.277639,0,0
26,14:36:49.681,Drifter Bot,Track Master 100,2.246000s,211,50,0.236967,1.000000,4.222109,0.236848,0,0
27,14:36:51.193,Drifter Bot,Track Master 100,1.501000s,131,50,0.381679,1.000000,2.621310,0.381489,0,0
28,14:36:52.653,Drifter Bot,Track Master 100,1.448000s,134,50,0.373134,1.000000,2.681340,0.372948,0,0
29,14:36:54.130,Drifter Bot,Track Master 100,1.467000s,134,50,0.373134,1.000000,2.681340,0.372948,0,0
30,14:36:55.771,Drifter Bot,Track Master 100,1.630000s,145,50,0.344828,1.000000,2.901449,0.344655,0,0
31,14:36:57.407,Drifter Bot,Track Master 100,1.626000s,144,50,0.347222,1.000000,2.881439,0.347049,0,0
32,14:36:59.130,Drifter Bot,Track Master 100,1.716000s,158,50,0.316456,1.000000,3.161579,0.316298,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5442,1649,32.980583,108.901718,

Kills:,32
Deaths:,0
Fight Time:,57.855
Time Remaining:,0.0
Avg TTK:,1.87446
Damage Done:,32.980583
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,1649
Miss Count:,3793
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,329.800018
Scenario:,VT DriftTS Intermediate S5
Hash:,ff777f42a21d6ddcf8791caf2821a2bd
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:36:00.520
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,287.149414
Resolution Scale:,100.0
