Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,14:20:39.869,Ground 1 Bot,Track Master 100,18.835001s,1884,950,0.504246,0.949991,1.884032,0.504233,0,0
2,14:21:00.270,Ground 2 Bot,Track Master 100,20.397001s,1920,1025,0.533854,1.024992,1.920034,0.533841,0,0
3,14:21:20.673,Ground 3 Bot,Track Master 100,20.394001s,1884,798,0.423567,0.797993,1.884032,0.423556,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5707,2773,2.772981,5.706769,

Kills:,3
Deaths:,0
Fight Time:,59.625999
Time Remaining:,0.0
Avg TTK:,19.996935
Damage Done:,2.772981
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2773
Miss Count:,2934
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2773.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:20:20.871
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,290.711243
Resolution Scale:,100.0
