Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,14:25:17.162,Ground 1 Bot,Track Master 100,18.808001s,1882,944,0.501594,0.943991,1.882032,0.501581,0,0
2,14:25:37.562,Ground 2 Bot,Track Master 100,20.393002s,1918,899,0.468717,0.898992,1.918034,0.468705,0,0
3,14:25:57.965,Ground 3 Bot,Track Master 100,20.392000s,1923,889,0.462298,0.888992,1.923034,0.462286,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5742,2732,2.731984,5.741766,

Kills:,3
Deaths:,0
Fight Time:,59.592999
Time Remaining:,0.0
Avg TTK:,19.997622
Damage Done:,2.731984
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2732
Miss Count:,3010
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2732.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:24:58.166
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,289.20105
Resolution Scale:,100.0
