Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
55,14:52:47.249,Dot Bot,Track Master 100,0.395000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
56,14:52:47.766,Dot Bot,Track Master 100,0.503000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
57,14:52:48.296,Dot Bot,Track Master 100,0.517000s,31,20,0.645161,1.000000,1.550000,0.645161,0,0
58,14:52:49.026,Dot Bot,Track Master 100,0.717000s,50,20,0.400000,1.000000,2.499999,0.400000,0,0
59,14:52:49.517,Dot Bot,Track Master 100,0.478000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
60,14:52:50.221,Dot Bot,Track Master 100,0.692000s,43,20,0.465116,1.000000,2.149999,0.465116,0,0
61,14:52:50.671,Dot Bot,Track Master 100,0.436000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
62,14:52:51.285,Dot Bot,Track Master 100,0.602000s,38,20,0.526316,1.000000,1.899999,0.526316,0,0
63,14:52:51.771,Dot Bot,Track Master 100,0.474000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
64,14:52:52.442,Dot Bot,Track Master 100,0.656000s,43,20,0.465116,1.000000,2.149999,0.465116,0,0
65,14:52:52.814,Dot Bot,Track Master 100,0.360000s,23,20,0.869565,1.000000,1.150000,0.869565,0,0
66,14:52:53.309,Dot Bot,Track Master 100,0.482000s,29,20,0.689655,1.000000,1.450000,0.689655,0,0
67,14:52:53.772,Dot Bot,Track Master 100,0.447000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
68,14:52:54.238,Dot Bot,Track Master 100,0.455000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
69,14:52:54.890,Dot Bot,Track Master 100,0.637000s,40,20,0.500000,1.000000,1.999999,0.500000,0,0
70,14:52:55.567,Dot Bot,Track Master 100,0.666000s,43,20,0.465116,1.000000,2.149999,0.465116,0,0
71,14:52:55.999,Dot Bot,Track Master 100,0.417000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
72,14:52:56.631,Dot Bot,Track Master 100,0.620000s,41,20,0.487805,1.000000,2.049999,0.487805,0,0
73,14:52:57.065,Dot Bot,Track Master 100,0.423000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
74,14:52:57.477,Dot Bot,Track Master 100,0.399000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
75,14:52:58.088,Dot Bot,Track Master 100,0.600000s,38,20,0.526316,1.000000,1.899999,0.526316,0,0
76,14:52:58.542,Dot Bot,Track Master 100,0.443000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
77,14:52:59.002,Dot Bot,Track Master 100,0.448000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
78,14:52:59.689,Dot Bot,Track Master 100,0.676000s,43,20,0.465116,1.000000,2.149999,0.465116,0,0
79,14:53:00.188,Dot Bot,Track Master 100,0.487000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
80,14:53:00.582,Dot Bot,Track Master 100,0.382000s,22,20,0.909091,1.000000,1.100000,0.909091,0,0
81,14:53:01.150,Dot Bot,Track Master 100,0.552000s,35,20,0.571429,1.000000,1.749999,0.571429,0,0
82,14:53:01.542,Dot Bot,Track Master 100,0.380000s,22,20,0.909091,1.000000,1.100000,0.909091,0,0
83,14:53:01.962,Dot Bot,Track Master 100,0.405000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
84,14:53:02.394,Dot Bot,Track Master 100,0.419000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
85,14:53:02.789,Dot Bot,Track Master 100,0.380000s,22,20,0.909091,1.000000,1.100000,0.909091,0,0
86,14:53:03.324,Dot Bot,Track Master 100,0.519000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
