Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,14:30:22.913,Ground 1 Bot,Track Master 100,18.992001s,1901,1050,0.552341,1.049993,1.901033,0.552328,0,0
2,14:30:43.315,Ground 2 Bot,Track Master 100,20.391001s,1899,987,0.519747,0.986991,1.899033,0.519733,0,0
3,14:31:03.716,Ground 3 Bot,Track Master 100,20.394001s,1921,989,0.514836,0.988991,1.921034,0.514822,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5740,3026,3.025963,5.739767,

Kills:,3
Deaths:,0
Fight Time:,59.777
Time Remaining:,0.0
Avg TTK:,19.997286
Damage Done:,3.025963
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,3026
Miss Count:,2714
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,3026.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,14:30:03.916
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,288.38916
Resolution Scale:,100.0
